name,id,home,team,pos,week,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_int,defense_int_tds,defense_misc_tds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,first_down,fourth_down_att,fourth_down_conv,fourth_down_failed,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_downed,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgmissed,kicking_fgyds,kicking_i20,kicking_rec,kicking_rec_tds,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_oob,kickret_ret,kickret_tds,kickret_touchback,passing_att,passing_cmp,passing_first_down,passing_incmp,passing_int,passing_ints,passing_sk,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_first_down,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_downed,puntret_fair,puntret_lng,puntret_lngtd,puntret_oob,puntret_ret,puntret_tds,puntret_tot,puntret_touchback,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yds,rushing_att,rushing_first_down,rushing_lng,rushing_lngtd,rushing_loss,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds,third_down_att,third_down_conv,third_down_failed,timeout,xp_aborted
D.Goldson,00-0025513,yes,WAS,FS,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hatcher,00-0024307,yes,WAS,DE,2,1,0,,,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Jarrett,00-0031952,yes,WAS,SS,2,1,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Breeland,00-0031052,yes,WAS,CB,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Riley,00-0027704,yes,WAS,ILB,2,2,0,,,,0,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Robinson,00-0029545,yes,WAS,ILB,2,2,0,,,,0,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jean Francois,00-0026502,yes,WAS,DT,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Kerrigan,00-0027954,yes,WAS,OLB,2,2,1,,,,0,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Baker,00-0026512,yes,WAS,NT,2,1,0,,,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hall,00-0022923,yes,WAS,CB,2,1,0,,,,0,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Paea,00-0027991,yes,WAS,DE,2,0,0,,,,0,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Robinson,00-0029297,yes,WAS,SS,2,1,0,,,,0,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Foles,00-0029567,no,STL,QB,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,32,17,,,,0,,1,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,,0,0,0,,1,,,,,
T.Mason,00-0031391,no,STL,RB,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,0,0,0,,4,7,,13,0,,0,0,0,,26,,,,,
T.Austin,00-0030525,no,STL,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,,0,0,0,,6,4,,16,0,,0,0,0,,40,,,,,
B.Cunningham,00-0029795,no,STL,RB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,28,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,4,,0,0,0,,27,1,,0,0,,0,0,0,,0,,,,,
S.Bailey,00-0030532,no,STL,WR,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,,0,,,,,,,,,,,,,,,
C.Givens,00-0029614,no,STL,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,,0,0,0,,7,,,,,,,,,,,,,,,
K.Britt,00-0027006,no,STL,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,2,,1,0,0,,44,,,,,,,,,,,,,,,
L.Kendricks,00-0027985,no,STL,TE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,1,,0,0,0,,15,,,,,,,,,,,,,,,
J.Cook,00-0027061,no,STL,TE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,5,,0,0,0,,47,,,,,,,,,,,,,,,
T.McDonald,00-0030530,no,STL,SS,2,3,0,,,,0,,,,,,,0,,1,,,,,,,,,0,,,0,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Zuerlein,00-0029621,no,STL,K,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,52,,,,,3,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hekker,00-0028872,no,STL,P,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,4,53,8,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Barron,00-0029670,no,STL,SS,2,4,0,,,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Donald,00-0031388,no,STL,DT,2,2,0,,,,0,,,,,,,0.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ogletree,00-0030527,no,STL,OLB,2,8,0,,,,0,,,,,,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Joyner,00-0031389,no,STL,CB,2,0,0,,,,0,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Laurinaitis,00-0027011,no,STL,MLB,2,5,0,,,,0,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Johnson,00-0029690,no,STL,CB,2,3,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Long,00-0026142,no,STL,DE,2,5,0,,,,0,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jenkins,00-0029681,no,STL,CB,2,0,0,,,,0,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McLeod,00-0028899,no,STL,FS,2,2,0,,,,0,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Quinn,00-0027952,no,STL,DE,2,2,1,,,,0,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Fairley,00-0027951,no,STL,DT,2,2,0,,,,0,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ayers,00-0027977,no,STL,OLB,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Westbrooks,00-0030986,no,STL,DT,2,1,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Hayes,00-0026243,no,STL,DE,2,3,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Brockers,00-0029630,no,STL,DT,2,2,0,,,,0,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cutler,00-0024226,yes,CHI,QB,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,,,,1,,1,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,10,0,,0,0,0,,24,,,,,
J.Clausen,00-0027659,yes,CHI,QB,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,23,14,,,,1,,0,0,0,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,,0,0,0,,-5,,,,,
J.Rodgers,00-0028083,yes,CHI,RB,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,0,,0,0,0,,8,,,,,
J.Langford,00-0031569,yes,CHI,RB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,1,,1,0,0,,21,,,,,
M.Forte,00-0026184,yes,CHI,RB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,4,,0,0,0,,44,15,,27,0,,0,0,0,,61,,,,,
E.Royal,00-0026182,yes,CHI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,7,,0,0,0,,41,,,,,,,,,,,,,,,
M.Bennett,00-0026201,yes,CHI,TE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,4,,0,0,0,,48,,,,,,,,,,,,,,,
Z.Miller,00-0027125,yes,CHI,TE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,2,,0,0,0,,14,,,,,,,,,,,,,,,
J.Bellamy,00-0029319,yes,CHI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,1,,1,0,0,,48,,,,,,,,,,,,,,,
M.Wilson,00-0030047,yes,CHI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,,0,0,0,,10,,,,,,,,,,,,,,,
C.Meredith,00-0031912,yes,CHI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,3,,0,0,0,,36,,,,,,,,,,,,,,,
W.Montgomery,00-0024448,yes,CHI,C,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Long,00-0030441,yes,CHI,OT,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gould,00-0023252,yes,CHI,K,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,51,,,,,9,,2,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.O'Donnell,00-0031079,yes,CHI,P,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,1,55,5,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Mariani,00-0027816,yes,CHI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,31,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,20,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Mitchell,00-0031097,yes,CHI,CB,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.McPhee,00-0028103,yes,CHI,OLB,2,1,0,,,,0,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ball,00-0025624,yes,CHI,CB,2,1,0,,,,0,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Young,00-0027808,yes,CHI,LB,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Amos,00-0031584,yes,CHI,FS,2,2,0,,,,0,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Houston,00-0027657,yes,CHI,LB,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Goldman,00-0031551,yes,CHI,NT,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Rolle,00-0023443,yes,CHI,SS,2,0,0,,,,0,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Fuller,00-0031041,yes,CHI,CB,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jones,00-0031130,yes,CHI,ILB,2,2,0,,,,0,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Dunn,00-0031127,yes,CHI,,2,1,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jenkins,00-0027979,yes,CHI,DE,2,1,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Sutton,00-0031048,yes,CHI,DE,2,1,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.McManis,00-0027743,yes,CHI,CB,2,0,0,,,,0,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.McClellin,00-0029250,yes,CHI,ILB,2,5,0,,,,0,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Allen,00-0022740,yes,CHI,OLB,2,0,0,,,,1,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Palmer,00-0021429,no,ARI,QB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,17,,,,1,,4,0,0,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,-1,0,,0,0,0,,-2,,,,,
D.Johnson,00-0032187,no,ARI,RB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,108,108,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,,0,0,0,,3,5,,14,13,,1,0,0,,42,,,,,
C.Johnson,00-0026164,no,ARI,RB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,8,0,,0,0,0,,72,,,,,
K.Williams,00-0030117,no,ARI,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,9,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,0,,0,0,0,,3,,,,,
L.Fitzgerald,00-0022921,no,ARI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,8,,3,0,0,,112,,,,,,,,,,,,,,,
J.Gresham,00-0027873,no,ARI,TE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,,0,0,0,,5,,,,,,,,,,,,,,,
JA.Brown,00-0030300,no,ARI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,2,,1,0,0,,20,,,,,,,,,,,,,,,
JO.Brown,00-0031051,no,ARI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,5,,0,0,0,,45,,,,,,,,,,,,,,,
J.Nelson,00-0032112,no,ARI,WR,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Catanzaro,00-0030896,no,ARI,K,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,0,,7,0,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Butler,00-0028952,no,ARI,P,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,2,43,3,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Peterson,00-0027943,no,ARI,CB,2,0,0,,,,1,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mauro,00-0030883,no,ARI,NT,2,0,0,,,,0,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Woodley,00-0025433,no,ARI,OLB,2,0,0,,,,0,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Minter,00-0030382,no,ARI,ILB,2,0,0,,,,0,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Golden,00-0032127,no,ARI,OLB,2,1,0,,,,0,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bucannon,00-0031366,no,ARI,SS,2,0,1,,,,0,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Campbell,00-0026190,no,ARI,DE,2,2,0,,,,0,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Stinson,00-0031265,no,ARI,DT,2,1,0,,,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
